date,warehouse_id,city,capacity_limit,capacity_used_pct,daily_orders_processed,efficiency_score,error_rate_pct,staff_count,avg_processing_min,vehicles_in,vehicles_out,month,weekday,is_weekend
2023-07-20,WH-04,Bursa,20000,78.54,35,0.778,1.272,9,11.48,6,4,7,3,False
2023-07-20,WH-05,Antalya,18000,67.2,34,0.7875,1.9206,10,10.03,2,5,7,3,False
2023-07-20,WH-06,Adana,15000,62.31,25,0.7181,1.3601,6,10.95,6,4,7,3,False
2023-07-20,WH-07,Konya,12000,67.15,21,0.6983,2.4186,5,11.33,6,5,7,3,False
2023-07-20,WH-08,Kocaeli,22000,75.25,37,0.8462,2.0695,9,9.02,4,4,7,3,False
2023-07-21,WH-01,İstanbul,50000,55.65,91,0.8304,1.3935,23,9.15,6,6,7,4,False
2023-07-21,WH-02,Ankara,30000,78.62,54,0.8142,1.5513,13,9.3,7,7,7,4,False
2023-07-21,WH-03,İzmir,25000,57.13,35,0.8729,0.7289,12,9.28,6,4,7,4,False
2023-07-21,WH-04,Bursa,20000,78.28,39,0.8482,1.0951,10,9.58,1,4,7,4,False
2023-07-21,WH-05,Antalya,18000,55.4,25,0.7833,1.4414,8,9.0,3,3,7,4,False
2023-07-21,WH-06,Adana,15000,64.6,29,0.7965,1.641,7,9.53,4,3,7,4,False
2023-07-21,WH-07,Konya,12000,66.06,19,0.7401,1.2586,6,10.83,1,6,7,4,False
2023-07-21,WH-08,Kocaeli,22000,58.04,38,0.8827,0.5906,11,8.98,1,7,7,4,False
2023-07-22,WH-01,İstanbul,50000,54.62,53,0.909,0.2251,24,9.47,2,7,7,5,True
2023-07-22,WH-02,Ankara,30000,67.56,33,0.8654,1.8215,14,9.82,3,5,7,5,True
2023-07-22,WH-03,İzmir,25000,50.93,23,0.8513,1.1471,12,9.67,5,6,7,5,True
2023-07-22,WH-04,Bursa,20000,77.82,23,0.8889,1.3277,9,8.9,5,6,7,5,True
2023-07-22,WH-05,Antalya,18000,60.41,20,0.8177,1.9787,8,9.7,5,5,7,5,True
2023-07-22,WH-06,Adana,15000,64.27,13,0.7612,1.3571,6,9.93,3,3,7,5,True
2023-07-22,WH-07,Konya,12000,76.85,11,0.6928,2.5143,6,12.26,0,5,7,5,True
2023-07-22,WH-08,Kocaeli,22000,75.22,22,0.8648,1.3678,12,9.56,6,2,7,5,True
2023-07-23,WH-01,İstanbul,50000,48.56,36,0.8892,1.09,24,9.09,5,2,7,6,True
2023-07-23,WH-02,Ankara,30000,67.88,20,0.7798,2.3664,17,10.4,5,6,7,6,True
2023-07-23,WH-03,İzmir,25000,69.7,20,0.8583,0.5853,13,9.55,1,5,7,6,True
2023-07-23,WH-04,Bursa,20000,73.07,16,0.859,1.7456,10,8.88,1,2,7,6,True
2023-07-23,WH-05,Antalya,18000,64.8,15,0.7638,2.6157,8,10.59,4,6,7,6,True
2023-07-23,WH-06,Adana,15000,64.57,11,0.7879,2.7196,5,10.16,1,5,7,6,True
2023-07-23,WH-07,Konya,12000,61.57,10,0.7435,2.1334,7,10.65,5,2,7,6,True
2023-07-23,WH-08,Kocaeli,22000,66.98,20,0.8447,1.3378,11,9.57,1,5,7,6,True
2023-07-24,WH-01,İstanbul,50000,59.32,81,0.9041,1.2949,24,8.78,9,10,7,0,False
2023-07-24,WH-02,Ankara,30000,71.52,54,0.8256,1.9718,14,10.46,7,7,7,0,False
2023-07-24,WH-03,İzmir,25000,65.58,55,0.8613,0.6398,11,9.38,7,6,7,0,False
2023-07-24,WH-04,Bursa,20000,63.36,37,0.8524,0.9932,11,9.59,4,7,7,0,False
2023-07-24,WH-05,Antalya,18000,61.32,32,0.7875,1.5131,9,9.48,1,3,7,0,False
2023-07-24,WH-06,Adana,15000,74.65,24,0.7656,2.4864,7,10.92,3,3,7,0,False
2023-07-24,WH-07,Konya,12000,59.74,22,0.7423,1.4378,5,10.51,2,6,7,0,False
2023-07-24,WH-08,Kocaeli,22000,68.41,31,0.8698,1.6724,9,9.74,2,2,7,0,False
2023-07-25,WH-01,İstanbul,50000,63.82,64,0.9293,0.5513,24,8.57,4,9,7,1,False
2023-07-25,WH-02,Ankara,30000,62.74,54,0.8318,1.5363,15,10.14,2,7,7,1,False
2023-07-25,WH-03,İzmir,25000,65.7,50,0.8597,0.529,12,9.99,6,4,7,1,False
2023-07-25,WH-04,Bursa,20000,53.91,35,0.8179,1.4827,9,10.85,4,7,7,1,False
2023-07-25,WH-05,Antalya,18000,72.45,31,0.8184,1.5086,7,10.17,4,2,7,1,False
2023-07-25,WH-06,Adana,15000,61.97,30,0.743,2.4754,7,11.34,4,4,7,1,False
2023-07-25,WH-07,Konya,12000,63.85,19,0.6612,2.7359,5,11.0,1,3,7,1,False
2023-07-25,WH-08,Kocaeli,22000,66.93,43,0.8065,1.7363,12,10.52,6,2,7,1,False
2023-07-26,WH-01,İstanbul,50000,55.15,87,0.8537,0.7364,25,9.76,6,8,7,2,False
2023-07-26,WH-02,Ankara,30000,57.74,50,0.8145,2.0059,15,10.02,5,7,7,2,False
2023-07-26,WH-03,İzmir,25000,66.28,36,0.816,1.0595,10,10.67,3,4,7,2,False
2023-07-26,WH-04,Bursa,20000,56.97,37,0.8067,1.3873,11,10.22,6,4,7,2,False
2023-07-26,WH-05,Antalya,18000,78.5,32,0.8045,1.7131,10,10.48,2,6,7,2,False
2023-07-26,WH-06,Adana,15000,68.8,26,0.7913,1.5199,6,9.94,6,6,7,2,False
2023-07-26,WH-07,Konya,12000,56.65,23,0.7683,2.844,6,10.25,1,5,7,2,False
2023-07-26,WH-08,Kocaeli,22000,61.05,37,0.8327,2.0113,12,9.45,5,4,7,2,False
2023-07-27,WH-01,İstanbul,50000,66.73,79,0.8671,0.654,23,8.5,5,10,7,3,False
2023-07-27,WH-02,Ankara,30000,56.68,44,0.8264,0.9872,14,9.05,5,7,7,3,False
2023-07-27,WH-03,İzmir,25000,54.9,36,0.8476,1.7402,13,9.46,6,5,7,3,False
2023-07-27,WH-04,Bursa,20000,58.74,37,0.8471,0.7878,10,9.03,5,7,7,3,False
2023-07-27,WH-05,Antalya,18000,64.58,28,0.8386,1.7184,8,9.01,1,6,7,3,False
2023-07-27,WH-06,Adana,15000,70.15,23,0.7665,2.1937,6,10.6,1,1,7,3,False
2023-07-27,WH-07,Konya,12000,75.12,20,0.7874,2.1527,7,10.15,3,4,7,3,False
2023-07-27,WH-08,Kocaeli,22000,64.76,34,0.856,1.052,10,9.26,5,7,7,3,False
2023-07-28,WH-01,İstanbul,50000,63.95,87,0.8941,0.415,26,9.49,7,6,7,4,False
2023-07-28,WH-02,Ankara,30000,45.94,55,0.7547,2.0184,15,11.49,3,5,7,4,False
2023-07-28,WH-03,İzmir,25000,60.89,44,0.8135,1.7916,12,9.6,2,2,7,4,False
2023-07-28,WH-04,Bursa,20000,64.25,36,0.859,0.9144,9,9.74,2,6,7,4,False
2023-07-28,WH-05,Antalya,18000,59.07,32,0.7516,1.467,8,11.12,1,3,7,4,False
2023-07-28,WH-06,Adana,15000,63.28,25,0.7291,2.1938,7,11.15,5,1,7,4,False
2023-07-28,WH-07,Konya,12000,64.89,25,0.7488,1.7276,8,11.11,6,4,7,4,False
2023-07-28,WH-08,Kocaeli,22000,73.71,44,0.8825,1.5088,10,10.2,6,5,7,4,False
2023-07-29,WH-01,İstanbul,50000,62.8,47,0.9219,0.5391,25,8.44,3,5,7,5,True
2023-07-29,WH-02,Ankara,30000,62.12,35,0.8551,1.3049,13,8.95,6,4,7,5,True
2023-07-29,WH-03,İzmir,25000,76.25,25,0.8128,1.3639,14,10.47,5,2,7,5,True
2023-07-29,WH-04,Bursa,20000,57.93,20,0.8006,1.6985,9,10.11,5,3,7,5,True
2023-07-29,WH-05,Antalya,18000,65.38,20,0.7944,1.6876,8,9.35,4,2,7,5,True
2023-07-29,WH-06,Adana,15000,58.75,16,0.7893,1.0606,6,10.21,5,6,7,5,True
2023-07-29,WH-07,Konya,12000,61.86,15,0.7455,2.3443,6,10.91,0,2,7,5,True
2023-07-29,WH-08,Kocaeli,22000,61.82,29,0.9119,1.0494,11,8.93,3,6,7,5,True
2023-07-30,WH-01,İstanbul,50000,59.25,43,0.8744,0.8838,26,8.82,7,4,7,6,True
2023-07-30,WH-02,Ankara,30000,61.42,28,0.7783,1.338,14,11.11,4,1,7,6,True
2023-07-30,WH-03,İzmir,25000,67.58,17,0.894,2.2332,11,9.0,2,1,7,6,True
2023-07-30,WH-04,Bursa,20000,61.95,14,0.8956,1.2712,11,9.26,3,4,7,6,True
2023-07-30,WH-05,Antalya,18000,80.51,15,0.7763,2.1585,8,9.29,3,4,7,6,True
2023-07-30,WH-06,Adana,15000,65.99,12,0.7577,1.6184,7,10.77,5,5,7,6,True
2023-07-30,WH-07,Konya,12000,69.28,11,0.7576,1.5645,5,10.07,5,1,7,6,True
2023-07-30,WH-08,Kocaeli,22000,65.48,17,0.8665,0.6593,8,9.02,3,4,7,6,True
2023-07-31,WH-01,İstanbul,50000,61.99,96,0.8678,0.2608,25,9.42,4,11,7,0,False
2023-07-31,WH-02,Ankara,30000,72.72,49,0.856,2.2102,14,9.49,7,6,7,0,False
2023-07-31,WH-03,İzmir,25000,69.84,38,0.8645,0.1202,12,9.15,3,4,7,0,False
2023-07-31,WH-04,Bursa,20000,62.66,31,0.8919,1.1518,9,8.8,1,7,7,0,False
2023-07-31,WH-05,Antalya,18000,56.36,25,0.8405,1.7342,9,9.71,6,1,7,0,False
2023-07-31,WH-06,Adana,15000,67.56,30,0.7515,1.9422,6,10.51,1,4,7,0,False
2023-07-31,WH-07,Konya,12000,56.55,24,0.7248,1.2888,7,11.21,3,1,7,0,False
2023-07-31,WH-08,Kocaeli,22000,59.88,45,0.8362,0.7283,11,9.39,7,3,7,0,False
2023-08-01,WH-01,İstanbul,50000,61.61,84,0.9132,1.3272,25,9.29,9,5,8,1,False
2023-08-01,WH-02,Ankara,30000,64.63,48,0.7551,2.2129,15,11.04,4,7,8,1,False
2023-08-01,WH-03,İzmir,25000,59.01,43,0.8442,1.0071,13,10.26,7,7,8,1,False
2023-08-01,WH-04,Bursa,20000,80.88,35,0.8457,0.747,8,9.0,1,3,8,1,False
2023-08-01,WH-05,Antalya,18000,59.58,28,0.7916,1.5766,9,11.33,5,6,8,1,False
2023-08-01,WH-06,Adana,15000,67.16,26,0.7919,1.2617,6,10.56,3,4,8,1,False
2023-08-01,WH-07,Konya,12000,65.98,19,0.7057,2.1174,5,11.1,5,1,8,1,False
2023-08-01,WH-08,Kocaeli,22000,81.97,43,0.8941,0.8951,10,8.43,4,5,8,1,False
2023-08-02,WH-01,İstanbul,50000,75.19,80,0.8933,0.9042,25,8.95,5,10,8,2,False
2023-08-02,WH-02,Ankara,30000,56.89,45,0.8101,1.6708,14,9.3,7,7,8,2,False
2023-08-02,WH-03,İzmir,25000,67.43,39,0.8389,1.2776,9,9.91,3,2,8,2,False
2023-08-02,WH-04,Bursa,20000,76.32,32,0.8236,1.778,11,9.73,1,2,8,2,False
2023-08-02,WH-05,Antalya,18000,66.14,29,0.742,2.2573,8,10.35,2,3,8,2,False
2023-08-02,WH-06,Adana,15000,75.34,24,0.7834,2.0237,7,10.65,3,2,8,2,False
2023-08-02,WH-07,Konya,12000,60.39,21,0.7237,2.5761,5,11.01,5,4,8,2,False
2023-08-02,WH-08,Kocaeli,22000,60.66,35,0.8025,2.2729,10,9.69,3,4,8,2,False
2023-08-03,WH-01,İstanbul,50000,41.37,92,0.9153,1.7904,24,8.5,4,9,8,3,False
2023-08-03,WH-02,Ankara,30000,67.0,51,0.8495,1.4526,15,11.14,4,3,8,3,False
2023-08-03,WH-03,İzmir,25000,75.74,34,0.8944,0.296,11,9.2,5,5,8,3,False
2023-08-03,WH-04,Bursa,20000,60.08,28,0.8372,0.9607,9,9.12,4,3,8,3,False
2023-08-03,WH-05,Antalya,18000,68.77,26,0.787,1.766,9,10.26,2,2,8,3,False
2023-08-03,WH-06,Adana,15000,57.96,23,0.7735,2.8094,7,9.59,4,3,8,3,False
2023-08-03,WH-07,Konya,12000,59.12,15,0.6939,1.8066,5,11.65,5,4,8,3,False
2023-08-03,WH-08,Kocaeli,22000,55.66,31,0.8401,0.958,10,8.82,5,6,8,3,False
2023-08-04,WH-01,İstanbul,50000,67.23,98,0.8824,0.7207,26,9.31,6,7,8,4,False
2023-08-04,WH-02,Ankara,30000,72.99,54,0.7699,1.9379,14,10.03,5,5,8,4,False
2023-08-04,WH-03,İzmir,25000,75.97,48,0.8882,0.898,11,9.63,3,8,8,4,False
2023-08-04,WH-04,Bursa,20000,78.58,32,0.8184,1.4278,9,9.79,6,2,8,4,False
2023-08-04,WH-05,Antalya,18000,62.02,29,0.7946,1.5899,6,11.3,6,1,8,4,False
2023-08-04,WH-06,Adana,15000,55.68,31,0.7414,1.9834,7,11.03,3,4,8,4,False
2023-08-04,WH-07,Konya,12000,83.74,19,0.7281,3.0776,5,11.52,3,4,8,4,False
2023-08-04,WH-08,Kocaeli,22000,58.16,40,0.8776,1.0706,11,8.73,3,7,8,4,False
2023-08-05,WH-01,İstanbul,50000,71.47,54,0.8152,0.9015,25,9.9,5,5,8,5,True
2023-08-05,WH-02,Ankara,30000,71.39,32,0.817,1.9754,15,9.23,4,3,8,5,True
2023-08-05,WH-03,İzmir,25000,64.37,27,0.8299,0.6024,10,9.22,3,1,8,5,True
2023-08-05,WH-04,Bursa,20000,62.4,24,0.8667,0.5556,9,8.95,2,3,8,5,True
2023-08-05,WH-05,Antalya,18000,66.92,19,0.8088,2.1574,6,10.9,1,1,8,5,True
2023-08-05,WH-06,Adana,15000,65.8,14,0.7888,2.0106,8,10.65,2,4,8,5,True
2023-08-05,WH-07,Konya,12000,71.0,13,0.7029,2.0221,5,10.2,3,3,8,5,True
2023-08-05,WH-08,Kocaeli,22000,56.72,21,0.8321,1.6773,10,10.04,1,2,8,5,True
2023-08-06,WH-01,İstanbul,50000,59.77,32,0.8583,1.7268,25,9.47,1,3,8,6,True
2023-08-06,WH-02,Ankara,30000,71.81,20,0.8182,0.5774,15,9.92,6,4,8,6,True
2023-08-06,WH-03,İzmir,25000,62.24,18,0.8179,2.0362,12,9.25,5,6,8,6,True
2023-08-06,WH-04,Bursa,20000,59.33,15,0.7917,2.4438,9,9.68,2,4,8,6,True
2023-08-06,WH-05,Antalya,18000,63.07,12,0.7264,2.1127,10,11.48,5,2,8,6,True
2023-08-06,WH-06,Adana,15000,84.24,12,0.7677,1.4029,7,10.49,5,1,8,6,True
2023-08-06,WH-07,Konya,12000,67.37,10,0.7281,3.1096,5,11.4,0,0,8,6,True
2023-08-06,WH-08,Kocaeli,22000,68.64,17,0.8486,1.9682,11,9.04,0,6,8,6,True
2023-08-07,WH-01,İstanbul,50000,67.4,95,0.8525,0.3338,25,9.02,4,7,8,0,False
2023-08-07,WH-02,Ankara,30000,76.69,54,0.7957,2.307,13,10.8,6,7,8,0,False
2023-08-07,WH-03,İzmir,25000,72.2,50,0.8632,1.54,11,8.6,3,5,8,0,False
2023-08-07,WH-04,Bursa,20000,83.31,31,0.7951,2.1191,9,9.88,6,4,8,0,False
2023-08-07,WH-05,Antalya,18000,65.74,36,0.818,2.6557,8,10.02,1,6,8,0,False
2023-08-07,WH-06,Adana,15000,62.42,27,0.7748,2.3659,7,10.38,2,5,8,0,False
2023-08-07,WH-07,Konya,12000,53.43,14,0.795,1.1623,7,9.45,3,2,8,0,False
2023-08-07,WH-08,Kocaeli,22000,70.44,34,0.9066,1.0723,11,8.14,2,7,8,0,False
2023-08-08,WH-01,İstanbul,50000,61.54,64,0.8746,0.977,27,8.38,6,9,8,1,False
2023-08-08,WH-02,Ankara,30000,78.36,47,0.8395,0.7367,12,9.33,5,3,8,1,False
2023-08-08,WH-03,İzmir,25000,61.44,36,0.9186,0.1448,11,9.17,2,3,8,1,False
2023-08-08,WH-04,Bursa,20000,76.99,33,0.8546,0.8184,10,9.42,2,4,8,1,False
2023-08-08,WH-05,Antalya,18000,82.3,24,0.7582,1.8806,8,10.61,5,4,8,1,False
2023-08-08,WH-06,Adana,15000,69.63,25,0.7457,2.5753,6,10.46,4,4,8,1,False
2023-08-08,WH-07,Konya,12000,66.84,16,0.7856,1.5912,7,9.64,4,1,8,1,False
2023-08-08,WH-08,Kocaeli,22000,76.11,31,0.8549,0.6735,11,9.52,4,2,8,1,False
2023-08-09,WH-01,İstanbul,50000,62.35,85,0.8293,1.2287,24,10.21,4,8,8,2,False
2023-08-09,WH-02,Ankara,30000,61.99,39,0.8288,2.1424,14,9.25,3,7,8,2,False
2023-08-09,WH-03,İzmir,25000,46.78,41,0.833,1.6313,12,9.7,2,5,8,2,False
2023-08-09,WH-04,Bursa,20000,54.8,26,0.8703,0.9906,9,8.8,4,3,8,2,False
2023-08-09,WH-05,Antalya,18000,61.09,28,0.8157,0.9474,9,10.63,4,2,8,2,False
2023-08-09,WH-06,Adana,15000,55.13,24,0.7846,1.4781,6,10.26,3,4,8,2,False
2023-08-09,WH-07,Konya,12000,61.29,18,0.7606,1.9731,5,11.03,0,4,8,2,False
2023-08-09,WH-08,Kocaeli,22000,69.81,38,0.8798,0.8503,9,9.18,6,5,8,2,False
2023-08-10,WH-01,İstanbul,50000,67.18,94,0.9198,1.4962,24,8.47,7,7,8,3,False
2023-08-10,WH-02,Ankara,30000,63.99,47,0.7908,1.9522,15,9.19,7,5,8,3,False
2023-08-10,WH-03,İzmir,25000,60.78,48,0.8411,1.4248,11,9.22,2,6,8,3,False
2023-08-10,WH-04,Bursa,20000,64.99,30,0.8126,1.6881,8,10.07,5,5,8,3,False
2023-08-10,WH-05,Antalya,18000,73.09,26,0.8144,0.4153,9,8.52,6,2,8,3,False
2023-08-10,WH-06,Adana,15000,73.26,21,0.7438,2.8302,7,10.54,2,5,8,3,False
2023-08-10,WH-07,Konya,12000,77.03,18,0.7256,1.2649,5,11.09,5,2,8,3,False
2023-08-10,WH-08,Kocaeli,22000,84.12,33,0.8406,0.9632,10,9.96,1,7,8,3,False
2023-08-11,WH-01,İstanbul,50000,71.51,87,0.9046,0.9445,25,8.24,7,8,8,4,False
2023-08-11,WH-02,Ankara,30000,53.03,45,0.8222,2.5748,14,10.24,7,4,8,4,False
2023-08-11,WH-03,İzmir,25000,65.27,47,0.8427,1.0433,11,9.8,5,5,8,4,False
2023-08-11,WH-04,Bursa,20000,61.61,38,0.8169,1.174,11,10.23,1,3,8,4,False
2023-08-11,WH-05,Antalya,18000,58.51,37,0.7715,2.6555,10,9.87,1,5,8,4,False
2023-08-11,WH-06,Adana,15000,67.03,24,0.7973,1.1699,7,10.58,4,1,8,4,False
2023-08-11,WH-07,Konya,12000,64.39,21,0.7826,1.53,7,10.15,4,3,8,4,False
2023-08-11,WH-08,Kocaeli,22000,69.45,35,0.8415,0.6825,12,9.72,5,6,8,4,False
2023-08-12,WH-01,İstanbul,50000,62.59,52,0.9159,1.4752,24,8.87,7,7,8,5,True
2023-08-12,WH-02,Ankara,30000,71.14,31,0.8094,0.5589,13,10.4,3,4,8,5,True
2023-08-12,WH-03,İzmir,25000,71.28,25,0.8611,0.7546,11,8.98,2,1,8,5,True
2023-08-12,WH-04,Bursa,20000,50.72,21,0.8266,1.0983,10,9.94,1,1,8,5,True
2023-08-12,WH-05,Antalya,18000,60.46,20,0.7707,1.7588,10,10.12,4,4,8,5,True
2023-08-12,WH-06,Adana,15000,56.19,15,0.7752,1.6525,5,9.92,0,6,8,5,True
2023-08-12,WH-07,Konya,12000,66.15,13,0.7199,2.5278,7,11.44,4,0,8,5,True
2023-08-12,WH-08,Kocaeli,22000,78.42,24,0.8997,0.8334,12,9.22,3,2,8,5,True
2023-08-13,WH-01,İstanbul,50000,77.8,36,0.9206,1.234,25,9.16,5,4,8,6,True
2023-08-13,WH-02,Ankara,30000,73.76,22,0.7813,1.5865,12,10.44,3,4,8,6,True
2023-08-13,WH-03,İzmir,25000,78.19,21,0.8435,1.3675,11,10.39,1,6,8,6,True
2023-08-13,WH-04,Bursa,20000,79.84,16,0.8673,1.4377,9,8.68,1,1,8,6,True
2023-08-13,WH-05,Antalya,18000,65.78,14,0.7551,2.5006,9,10.89,5,0,8,6,True
2023-08-13,WH-06,Adana,15000,58.79,13,0.6975,2.1268,8,11.47,0,0,8,6,True
2023-08-13,WH-07,Konya,12000,60.87,10,0.7398,1.7963,5,11.34,0,5,8,6,True
2023-08-13,WH-08,Kocaeli,22000,58.26,21,0.8439,0.9698,12,9.86,4,3,8,6,True
2023-08-14,WH-01,İstanbul,50000,60.98,83,0.9169,0.6856,24,7.64,8,6,8,0,False
2023-08-14,WH-02,Ankara,30000,64.94,55,0.8232,1.4659,15,8.6,3,3,8,0,False
2023-08-14,WH-03,İzmir,25000,80.67,37,0.8132,1.1129,13,9.86,5,2,8,0,False
2023-08-14,WH-04,Bursa,20000,77.72,34,0.8128,1.2297,10,9.92,4,7,8,0,False
2023-08-14,WH-05,Antalya,18000,59.84,34,0.796,1.5957,8,9.41,5,5,8,0,False
2023-08-14,WH-06,Adana,15000,60.69,24,0.7976,1.9029,7,9.94,1,5,8,0,False
2023-08-14,WH-07,Konya,12000,66.78,18,0.7825,1.3104,6,10.0,4,3,8,0,False
2023-08-14,WH-08,Kocaeli,22000,63.75,37,0.8735,0.934,10,8.37,3,6,8,0,False
2023-08-15,WH-01,İstanbul,50000,69.88,83,0.8719,0.9886,26,9.99,5,5,8,1,False
2023-08-15,WH-02,Ankara,30000,67.68,54,0.8229,0.8899,13,10.41,6,3,8,1,False
2023-08-15,WH-03,İzmir,25000,92.13,41,0.7968,1.839,13,9.71,2,2,8,1,False
2023-08-15,WH-04,Bursa,20000,63.45,31,0.8178,1.6571,10,8.76,4,4,8,1,False
2023-08-15,WH-05,Antalya,18000,67.99,29,0.7888,2.5132,9,10.15,4,6,8,1,False
2023-08-15,WH-06,Adana,15000,83.13,26,0.7557,2.4812,8,10.47,5,4,8,1,False
2023-08-15,WH-07,Konya,12000,68.51,17,0.7804,1.614,7,9.82,1,1,8,1,False
2023-08-15,WH-08,Kocaeli,22000,64.26,35,0.8558,0.7236,10,8.36,3,3,8,1,False
2023-08-16,WH-01,İstanbul,50000,65.29,83,0.9045,0.7193,23,9.0,6,7,8,2,False
2023-08-16,WH-02,Ankara,30000,73.55,43,0.8136,2.4984,14,9.96,3,4,8,2,False
2023-08-16,WH-03,İzmir,25000,62.36,41,0.81,1.4198,10,9.53,4,3,8,2,False
2023-08-16,WH-04,Bursa,20000,73.01,30,0.8384,1.0909,9,9.27,5,2,8,2,False
2023-08-16,WH-05,Antalya,18000,53.12,30,0.7646,1.1385,9,11.22,4,7,8,2,False
2023-08-16,WH-06,Adana,15000,70.17,24,0.7442,2.29,6,10.46,5,2,8,2,False
2023-08-16,WH-07,Konya,12000,65.34,18,0.7938,2.0831,6,10.93,3,1,8,2,False
2023-08-16,WH-08,Kocaeli,22000,65.16,42,0.8715,0.4088,11,8.84,3,7,8,2,False
2023-08-17,WH-01,İstanbul,50000,72.92,66,0.8732,0.5799,23,8.86,8,5,8,3,False
2023-08-17,WH-02,Ankara,30000,64.12,45,0.7677,2.0731,15,9.77,5,3,8,3,False
2023-08-17,WH-03,İzmir,25000,73.12,34,0.8455,1.5556,12,9.42,3,3,8,3,False
2023-08-17,WH-04,Bursa,20000,71.72,36,0.8415,1.4943,9,9.78,5,2,8,3,False
2023-08-17,WH-05,Antalya,18000,73.19,34,0.7338,2.3552,9,11.47,2,5,8,3,False
2023-08-17,WH-06,Adana,15000,68.96,27,0.7228,2.1608,6,10.48,2,6,8,3,False
2023-08-17,WH-07,Konya,12000,61.29,22,0.7997,1.4102,5,10.3,5,3,8,3,False
2023-08-17,WH-08,Kocaeli,22000,67.22,35,0.8438,0.9797,10,8.96,3,2,8,3,False
2023-08-18,WH-01,İstanbul,50000,66.65,98,0.8746,1.3362,25,10.28,7,6,8,4,False
2023-08-18,WH-02,Ankara,30000,48.59,56,0.8052,1.0924,15,9.73,6,8,8,4,False
2023-08-18,WH-03,İzmir,25000,59.53,47,0.8558,0.8899,11,9.46,4,4,8,4,False
2023-08-18,WH-04,Bursa,20000,76.43,37,0.8639,1.5601,10,9.02,1,4,8,4,False
2023-08-18,WH-05,Antalya,18000,74.55,34,0.8258,1.4014,8,10.08,1,2,8,4,False
2023-08-18,WH-06,Adana,15000,77.77,20,0.7968,1.4851,6,11.08,6,4,8,4,False
2023-08-18,WH-07,Konya,12000,62.9,19,0.7926,1.1229,6,9.97,4,6,8,4,False
2023-08-18,WH-08,Kocaeli,22000,60.66,47,0.8193,1.5666,10,10.06,4,4,8,4,False
2023-08-19,WH-01,İstanbul,50000,55.64,56,0.9252,0.2931,24,8.94,4,7,8,5,True
2023-08-19,WH-02,Ankara,30000,54.71,38,0.8061,2.0294,14,10.0,5,5,8,5,True
2023-08-19,WH-03,İzmir,25000,68.96,26,0.8126,1.6578,12,10.19,3,3,8,5,True
2023-08-19,WH-04,Bursa,20000,76.58,20,0.767,1.5322,12,10.44,1,6,8,5,True
2023-08-19,WH-05,Antalya,18000,66.52,21,0.8421,1.1667,9,9.94,4,5,8,5,True
2023-08-19,WH-06,Adana,15000,50.24,18,0.7755,1.3692,6,10.05,2,4,8,5,True
2023-08-19,WH-07,Konya,12000,73.46,10,0.7006,2.3602,5,11.02,5,0,8,5,True
2023-08-19,WH-08,Kocaeli,22000,62.08,25,0.8385,0.564,10,9.75,3,5,8,5,True
2023-08-20,WH-01,İstanbul,50000,78.42,31,0.8654,0.6427,25,9.03,3,4,8,6,True
2023-08-20,WH-02,Ankara,30000,56.5,25,0.7903,1.9755,16,10.22,5,4,8,6,True
2023-08-20,WH-03,İzmir,25000,58.33,19,0.8345,0.9951,13,10.28,3,5,8,6,True
2023-08-20,WH-04,Bursa,20000,81.09,16,0.8485,1.8029,9,9.35,1,5,8,6,True
2023-08-20,WH-05,Antalya,18000,57.51,13,0.7768,1.9503,8,10.58,5,0,8,6,True
2023-08-20,WH-06,Adana,15000,58.71,10,0.7604,0.8958,8,10.87,1,4,8,6,True
2023-08-20,WH-07,Konya,12000,70.95,10,0.7366,2.2295,6,10.14,2,4,8,6,True
2023-08-20,WH-08,Kocaeli,22000,61.98,17,0.9154,0.5809,10,8.13,5,2,8,6,True
2023-08-21,WH-01,İstanbul,50000,48.09,82,0.9258,0.8856,24,8.89,4,7,8,0,False
2023-08-21,WH-02,Ankara,30000,63.55,46,0.7867,0.9406,15,10.12,7,4,8,0,False
2023-08-21,WH-03,İzmir,25000,58.38,35,0.8892,0.5249,12,8.63,5,4,8,0,False
2023-08-21,WH-04,Bursa,20000,69.2,35,0.8102,1.4518,10,9.59,2,2,8,0,False
2023-08-21,WH-05,Antalya,18000,57.45,30,0.7931,2.1929,7,9.73,5,5,8,0,False
2023-08-21,WH-06,Adana,15000,69.09,20,0.712,2.555,7,11.69,1,4,8,0,False
2023-08-21,WH-07,Konya,12000,52.93,21,0.736,2.2097,6,11.15,2,2,8,0,False
2023-08-21,WH-08,Kocaeli,22000,64.13,36,0.857,0.5106,10,9.3,5,4,8,0,False
2023-08-22,WH-01,İstanbul,50000,53.3,75,0.8244,1.7521,25,9.78,7,10,8,1,False
2023-08-22,WH-02,Ankara,30000,60.34,47,0.7595,2.2208,14,10.84,2,6,8,1,False
2023-08-22,WH-03,İzmir,25000,78.18,37,0.8556,1.0946,10,9.43,4,4,8,1,False
2023-08-22,WH-04,Bursa,20000,47.07,34,0.826,1.333,10,8.85,2,3,8,1,False
2023-08-22,WH-05,Antalya,18000,70.89,31,0.8132,1.1633,10,9.43,5,7,8,1,False
2023-08-22,WH-06,Adana,15000,67.49,19,0.7582,2.5447,5,10.38,1,5,8,1,False
