delivery_id,order_id,warehouse_id,driver_id,origin_city,destination_city,pickup_date,promised_delivery_date,actual_delivery_date,promised_days,actual_days,delay_days,is_delayed,delay_reason,delivery_cost_tl,delivery_status,customer_satisfaction,priority,weight_kg
DEL-004261,ORD-004261,WH-07,DRV-049,Konya,Manisa,2023-03-17,2023-03-18,2023-03-18,1,1,0,False,,6.94,Zamanında Teslim,4.8,Express,1.11
DEL-004262,ORD-004262,WH-02,DRV-043,Ankara,Antalya,2023-10-18,2023-10-25,2023-10-25,7,7,0,False,,14.52,Zamanında Teslim,4.5,Economy,8.3
DEL-004263,ORD-004263,WH-01,DRV-084,İstanbul,Erzurum,2023-02-18,2023-02-25,2023-02-25,7,7,0,False,,26.68,Zamanında Teslim,4.4,Economy,8.47
DEL-004264,ORD-004264,WH-02,DRV-110,Ankara,Antalya,2024-06-27,2024-07-04,2024-07-05,7,8,1,True,Depo Gecikme,8.78,Gecikmeli Teslim,3.4,Economy,5.02
DEL-004265,ORD-004265,WH-01,DRV-046,İstanbul,Manisa,2024-07-12,2024-07-19,2024-07-19,7,7,0,False,,2.19,Zamanında Teslim,4.8,Economy,1.25
DEL-004266,ORD-004266,WH-06,DRV-114,Adana,İstanbul,2023-10-27,2023-10-30,2023-10-30,3,3,0,False,,102.83,Zamanında Teslim,4.9,Standard,45.7
DEL-004267,ORD-004267,WH-04,DRV-050,Bursa,İstanbul,2024-07-20,2024-07-27,2024-07-30,7,10,3,True,Yüksek Sipariş Hacmi,10.6,Gecikmeli Teslim,1.9,Economy,6.73
DEL-004268,ORD-004268,WH-02,DRV-092,Ankara,İstanbul,2023-07-22,2023-07-25,2023-07-25,3,3,0,False,,5.92,Zamanında Teslim,4.7,Standard,2.63
DEL-004269,ORD-004269,WH-02,DRV-081,Ankara,İstanbul,2024-08-29,2024-09-01,2024-09-01,3,3,0,False,,27.27,Zamanında Teslim,4.0,Standard,12.12
DEL-004270,ORD-004270,WH-02,DRV-030,Ankara,İstanbul,2024-05-08,2024-05-15,2024-05-15,7,7,0,False,,1.64,Zamanında Teslim,4.2,Economy,1.04
DEL-004271,ORD-004271,WH-05,DRV-104,Antalya,Trabzon,2023-05-19,2023-05-22,2023-05-23,3,4,1,True,Depo Gecikme,23.13,Gecikmeli Teslim,3.6,Standard,5.14
DEL-004272,ORD-004272,WH-01,DRV-057,İstanbul,Ankara,2023-05-19,2023-05-22,2023-05-22,3,3,0,False,,22.03,Zamanında Teslim,4.9,Standard,8.81
DEL-004273,ORD-004273,WH-02,DRV-013,Ankara,Bursa,2024-06-18,2024-06-21,2024-06-21,3,3,0,False,,3.4,Zamanında Teslim,4.3,Standard,1.51
DEL-004274,ORD-004274,WH-08,DRV-045,Kocaeli,İzmir,2024-07-01,2024-07-04,2024-07-04,3,3,0,False,,4.05,Zamanında Teslim,4.8,Standard,1.62
DEL-004275,ORD-004275,WH-06,DRV-004,Adana,İstanbul,2024-09-15,2024-09-18,2024-09-18,3,3,0,False,,34.04,Zamanında Teslim,4.7,Standard,15.13
DEL-004276,ORD-004276,WH-02,DRV-008,Ankara,Ankara,2024-01-25,2024-01-28,2024-01-28,3,3,0,False,,11.2,Zamanında Teslim,4.1,Standard,4.48
DEL-004277,ORD-004277,WH-08,DRV-027,Kocaeli,Trabzon,2024-07-21,2024-07-22,2024-07-22,1,1,0,False,,65.14,Zamanında Teslim,4.4,Express,5.79
DEL-004278,ORD-004278,WH-05,DRV-055,Antalya,Kocaeli,2024-09-21,2024-09-22,2024-09-22,1,1,0,False,,122.68,Zamanında Teslim,4.6,Express,21.81
DEL-004279,ORD-004279,WH-01,DRV-007,İstanbul,Adana,2023-09-14,2023-09-17,2023-09-17,3,3,0,False,,13.61,İptal,4.5,Standard,3.89
DEL-004280,ORD-004280,WH-01,DRV-115,İstanbul,İstanbul,2024-12-29,2025-01-01,2025-01-01,3,3,0,False,,4.16,Zamanında Teslim,5.0,Standard,1.85
DEL-004281,ORD-004281,WH-07,DRV-009,Konya,Adana,2024-09-04,2024-09-07,2024-09-08,3,4,1,True,Yol Çalışması,19.21,Gecikmeli Teslim,3.9,Standard,5.49
DEL-004282,ORD-004282,WH-06,DRV-051,Adana,Samsun,2023-09-18,2023-09-21,2023-09-21,3,3,0,False,,29.19,Zamanında Teslim,4.2,Standard,8.34
DEL-004283,ORD-004283,WH-01,DRV-092,İstanbul,Bursa,2024-11-02,2024-11-09,2024-11-11,7,9,2,True,Depo Gecikme,4.39,Gecikmeli Teslim,2.8,Economy,2.79
DEL-004284,ORD-004284,WH-02,DRV-074,Ankara,Ankara,2024-10-10,2024-10-13,2024-10-13,3,3,0,False,,30.12,Zamanında Teslim,4.2,Standard,12.05
DEL-004285,ORD-004285,WH-06,DRV-025,Adana,Bursa,2024-08-20,2024-08-23,2024-08-23,3,3,0,False,,16.67,Zamanında Teslim,4.8,Standard,7.41
DEL-004286,ORD-004286,WH-04,DRV-065,Bursa,Antalya,2024-02-05,2024-02-08,2024-02-08,3,3,0,False,,19.82,Zamanında Teslim,4.0,Standard,7.93
DEL-004287,ORD-004287,WH-06,DRV-004,Adana,Ankara,2023-02-02,2023-02-09,2023-02-09,7,7,0,False,,43.59,Zamanında Teslim,5.0,Economy,24.91
DEL-004288,ORD-004288,WH-06,DRV-116,Adana,Ankara,2024-04-08,2024-04-09,2024-04-09,1,1,0,False,,72.62,Zamanında Teslim,4.7,Express,11.62
DEL-004289,ORD-004289,WH-02,DRV-058,Ankara,Eskişehir,2023-11-01,2023-11-04,2023-11-04,3,3,0,False,,32.8,Zamanında Teslim,4.6,Standard,13.12
DEL-004290,ORD-004290,WH-06,DRV-019,Adana,Ankara,2023-06-09,2023-06-16,2023-06-17,7,8,1,True,Trafik Yoğunluğu,13.65,Gecikmeli Teslim,3.2,Economy,7.8
DEL-004291,ORD-004291,WH-08,DRV-060,Kocaeli,İstanbul,2024-01-12,2024-01-19,2024-01-19,7,7,0,False,,5.34,Zamanında Teslim,4.6,Economy,3.39
DEL-004292,ORD-004292,WH-05,DRV-117,Antalya,İstanbul,2024-11-11,2024-11-18,2024-11-19,7,8,1,True,Yol Çalışması,2.39,Gecikmeli Teslim,3.9,Economy,1.52
DEL-004293,ORD-004293,WH-07,DRV-038,Konya,İstanbul,2023-08-16,2023-08-19,2023-08-21,3,5,2,True,Depo Gecikme,8.35,Gecikmeli Teslim,3.6,Standard,3.71
DEL-004294,ORD-004294,WH-02,DRV-099,Ankara,İstanbul,2023-09-24,2023-09-27,2023-09-27,3,3,0,False,,23.83,Zamanında Teslim,4.1,Standard,10.59
DEL-004295,ORD-004295,WH-01,DRV-007,İstanbul,Kocaeli,2023-01-05,2023-01-08,2023-01-08,3,3,0,False,,13.21,Zamanında Teslim,4.4,Standard,5.87
DEL-004296,ORD-004296,WH-08,DRV-023,Kocaeli,İzmir,2023-04-13,2023-04-16,2023-04-16,3,3,0,False,,21.68,Zamanında Teslim,3.7,Standard,8.67
DEL-004297,ORD-004297,WH-03,DRV-094,İzmir,İstanbul,2023-06-22,2023-06-23,2023-06-23,1,1,0,False,,10.57,Zamanında Teslim,5.0,Express,1.88
DEL-004298,ORD-004298,WH-03,DRV-115,İzmir,İstanbul,2023-08-24,2023-08-27,2023-08-27,3,3,0,False,,52.18,Zamanında Teslim,3.6,Standard,23.19
DEL-004299,ORD-004299,WH-03,DRV-015,İzmir,Bursa,2023-01-14,2023-01-17,2023-01-17,3,3,0,False,,18.61,Zamanında Teslim,5.0,Standard,8.27
DEL-004300,ORD-004300,WH-05,DRV-039,Antalya,Ankara,2023-07-18,2023-07-25,2023-07-29,7,11,4,True,Yüksek Sipariş Hacmi,9.99,Gecikmeli Teslim,2.6,Economy,5.71
DEL-004301,ORD-004301,WH-05,DRV-119,Antalya,İstanbul,2023-01-02,2023-01-05,2023-01-05,3,3,0,False,,4.66,Zamanında Teslim,4.4,Standard,2.07
DEL-004302,ORD-004302,WH-02,DRV-027,Ankara,Trabzon,2024-09-12,2024-09-15,2024-09-22,3,10,7,True,Depo Gecikme,216.54,Gecikmeli Teslim,1.9,Standard,48.12
DEL-004303,ORD-004303,WH-06,DRV-105,Adana,Ankara,2023-09-11,2023-09-18,2023-09-18,7,7,0,False,,5.04,Zamanında Teslim,4.4,Economy,2.88
DEL-004304,ORD-004304,WH-03,DRV-080,İzmir,Kocaeli,2023-11-24,2023-12-01,2023-12-02,7,8,1,True,Araç Arızası,21.56,Gecikmeli Teslim,2.8,Economy,13.69
DEL-004305,ORD-004305,WH-07,DRV-066,Konya,İstanbul,2024-08-30,2024-09-06,2024-09-07,7,8,1,True,Gümrük Beklemesi,3.75,Gecikmeli Teslim,2.8,Economy,2.38
DEL-004306,ORD-004306,WH-01,DRV-079,İstanbul,Adana,2023-05-01,2023-05-08,2023-05-08,7,7,0,False,,2.92,Zamanında Teslim,4.7,Economy,1.19
DEL-004307,ORD-004307,WH-01,DRV-057,İstanbul,Bursa,2024-04-21,2024-04-22,2024-04-22,1,1,0,False,,84.66,Zamanında Teslim,4.8,Express,15.05
DEL-004308,ORD-004308,WH-06,DRV-100,Adana,Eskişehir,2023-01-25,2023-01-28,2023-01-28,3,3,0,False,,20.02,Zamanında Teslim,4.4,Standard,8.01
DEL-004309,ORD-004309,WH-03,DRV-054,İzmir,İstanbul,2023-11-06,2023-11-13,2023-11-14,7,8,1,True,Adres Bulunamadı,2.25,Gecikmeli Teslim,4.3,Economy,1.43
DEL-004310,ORD-004310,WH-07,DRV-028,Konya,Mersin,2023-04-09,2023-04-12,2023-04-12,3,3,0,False,,1.68,Zamanında Teslim,4.4,Standard,0.67
DEL-004311,ORD-004311,WH-03,DRV-038,İzmir,Gaziantep,2023-10-23,2023-10-30,2023-10-30,7,7,0,False,,18.2,Zamanında Teslim,5.0,Economy,7.43
DEL-004312,ORD-004312,WH-04,DRV-109,Bursa,Bursa,2024-10-18,2024-10-25,2024-10-25,7,7,0,False,,3.17,Zamanında Teslim,3.4,Economy,2.01
DEL-004313,ORD-004313,WH-01,DRV-012,İstanbul,İstanbul,2024-01-31,2024-02-03,2024-02-07,3,7,4,True,Yüksek Sipariş Hacmi,4.88,Gecikmeli Teslim,2.3,Standard,2.17
DEL-004314,ORD-004314,WH-02,DRV-014,Ankara,Bursa,2024-04-20,2024-04-23,2024-04-23,3,3,0,False,,17.12,Zamanında Teslim,5.0,Standard,7.61
DEL-004315,ORD-004315,WH-04,DRV-103,Bursa,Adana,2024-11-08,2024-11-11,2024-11-12,3,4,1,True,Depo Gecikme,40.6,Gecikmeli Teslim,3.6,Standard,11.6
DEL-004316,ORD-004316,WH-06,DRV-039,Adana,Antalya,2024-09-02,2024-09-09,2024-09-09,7,7,0,False,,2.55,Zamanında Teslim,5.0,Economy,1.46
DEL-004317,ORD-004317,WH-01,DRV-018,İstanbul,Trabzon,2024-05-19,2024-05-26,2024-05-26,7,7,0,False,,15.4,Zamanında Teslim,4.8,Economy,4.89
DEL-004318,ORD-004318,WH-07,DRV-089,Konya,İstanbul,2023-10-13,2023-10-16,2023-10-16,3,3,0,False,,5.47,Zamanında Teslim,4.8,Standard,2.43
DEL-004319,ORD-004319,WH-03,DRV-108,İzmir,İstanbul,2024-10-14,2024-10-17,2024-10-17,3,3,0,False,,2.16,Zamanında Teslim,5.0,Standard,0.96
DEL-004320,ORD-004320,WH-02,DRV-081,Ankara,Trabzon,2024-09-14,2024-09-15,2024-09-15,1,1,0,False,,102.26,Zamanında Teslim,4.7,Express,9.09
DEL-004321,ORD-004321,WH-08,DRV-106,Kocaeli,Ankara,2024-02-03,2024-02-04,2024-02-04,1,1,0,False,,228.31,Zamanında Teslim,4.4,Express,36.53
DEL-004322,ORD-004322,WH-06,DRV-064,Adana,İzmir,2024-01-17,2024-01-18,2024-01-18,1,1,0,False,,18.56,Zamanında Teslim,4.6,Express,2.97
DEL-004323,ORD-004323,WH-02,DRV-086,Ankara,İzmir,2024-03-30,2024-04-02,2024-04-02,3,3,0,False,,100.23,Zamanında Teslim,4.6,Standard,40.09
DEL-004324,ORD-004324,WH-04,DRV-005,Bursa,Eskişehir,2024-08-24,2024-08-25,2024-08-25,1,1,0,False,,45.62,Zamanında Teslim,4.4,Express,7.3
DEL-004325,ORD-004325,WH-03,DRV-089,İzmir,Ankara,2024-06-09,2024-06-12,2024-06-12,3,3,0,False,,30.82,Zamanında Teslim,3.7,Standard,12.33
DEL-004326,ORD-004326,WH-08,DRV-113,Kocaeli,İstanbul,2023-10-31,2023-11-07,2023-11-07,7,7,0,False,,29.91,Zamanında Teslim,4.3,Economy,18.99
DEL-004327,ORD-004327,WH-03,DRV-111,İzmir,Trabzon,2023-11-28,2023-12-01,2023-12-02,3,4,1,True,Yol Çalışması,39.42,Gecikmeli Teslim,3.4,Standard,8.76
DEL-004328,ORD-004328,WH-01,DRV-009,İstanbul,Mersin,2023-05-26,2023-05-29,2023-05-29,3,3,0,False,,15.38,Zamanında Teslim,4.7,Standard,6.15
DEL-004329,ORD-004329,WH-06,DRV-038,Adana,İstanbul,2023-10-08,2023-10-11,2023-10-11,3,3,0,False,,43.2,Zamanında Teslim,4.7,Standard,19.2
DEL-004330,ORD-004330,WH-06,DRV-010,Adana,Kocaeli,2023-09-11,2023-09-18,2023-09-19,7,8,1,True,Hava Koşulları,9.56,Gecikmeli Teslim,3.2,Economy,6.07
DEL-004331,ORD-004331,WH-01,DRV-076,İstanbul,Ankara,2023-12-14,2023-12-21,2023-12-21,7,7,0,False,,1.28,Zamanında Teslim,5.0,Economy,0.73
DEL-004332,ORD-004332,WH-01,DRV-085,İstanbul,Samsun,2023-06-29,2023-07-06,2023-07-08,7,9,2,True,Trafik Yoğunluğu,19.67,Gecikmeli Teslim,3.6,Economy,8.03
DEL-004333,ORD-004333,WH-04,DRV-094,Bursa,İstanbul,2023-10-13,2023-10-14,2023-10-14,1,1,0,False,,72.06,Zamanında Teslim,4.6,Express,12.81
DEL-004334,ORD-004334,WH-05,DRV-093,Antalya,İstanbul,2024-11-03,2024-11-10,2024-11-10,7,7,0,False,,2.05,Zamanında Teslim,5.0,Economy,1.3
DEL-004335,ORD-004335,WH-03,DRV-007,İzmir,Kocaeli,2023-07-05,2023-07-08,2023-07-08,3,3,0,False,,9.4,Zamanında Teslim,5.0,Standard,4.18
DEL-004336,ORD-004336,WH-03,DRV-117,İzmir,İstanbul,2024-02-02,2024-02-03,2024-02-03,1,1,0,False,,41.34,Zamanında Teslim,4.3,Express,7.35
DEL-004337,ORD-004337,WH-08,DRV-116,Kocaeli,Ankara,2024-03-22,2024-03-29,2024-03-29,7,7,0,False,,11.5,Zamanında Teslim,4.4,Economy,6.57
DEL-004338,ORD-004338,WH-03,DRV-083,İzmir,İzmir,2023-04-12,2023-04-19,2023-04-19,7,7,0,False,,8.29,Zamanında Teslim,4.6,Economy,4.74
DEL-004339,ORD-004339,WH-03,DRV-057,İzmir,İstanbul,2023-11-07,2023-11-14,2023-11-14,7,7,0,False,,16.63,Zamanında Teslim,4.5,Economy,10.56
DEL-004340,ORD-004340,WH-07,DRV-044,Konya,Konya,2024-01-04,2024-01-07,2024-01-08,3,4,1,True,Hava Koşulları,11.3,Gecikmeli Teslim,3.6,Standard,4.52
DEL-004341,ORD-004341,WH-03,DRV-032,İzmir,İstanbul,2024-09-11,2024-09-12,2024-09-12,1,1,0,False,,80.94,Zamanında Teslim,4.4,Express,14.39
DEL-004342,ORD-004342,WH-03,DRV-077,İzmir,Kocaeli,2023-02-03,2023-02-10,2023-02-11,7,8,1,True,Araç Arızası,2.08,Gecikmeli Teslim,3.1,Economy,1.32
DEL-004343,ORD-004343,WH-03,DRV-024,İzmir,Ankara,2023-02-16,2023-02-17,2023-02-17,1,1,0,False,,8.5,Zamanında Teslim,4.2,Express,1.36
DEL-004344,ORD-004344,WH-04,DRV-081,Bursa,İstanbul,2024-03-05,2024-03-06,2024-03-06,1,1,0,False,,39.88,Zamanında Teslim,4.5,Express,7.09
DEL-004345,ORD-004345,WH-08,DRV-020,Kocaeli,Ankara,2023-08-05,2023-08-06,2023-08-06,1,1,0,False,,1432.56,Zamanında Teslim,5.0,Express,229.21
DEL-004346,ORD-004346,WH-03,DRV-019,İzmir,İstanbul,2024-09-11,2024-09-14,2024-09-14,3,3,0,False,,14.65,Zamanında Teslim,4.2,Standard,6.51
DEL-004347,ORD-004347,WH-03,DRV-037,İzmir,Ankara,2024-10-25,2024-10-28,2024-10-28,3,3,0,False,,3.12,Zamanında Teslim,4.2,Standard,1.25
DEL-004348,ORD-004348,WH-02,DRV-016,Ankara,Gaziantep,2024-01-21,2024-01-28,2024-01-28,7,7,0,False,,1.45,Zamanında Teslim,5.0,Economy,0.59
DEL-004349,ORD-004349,WH-08,DRV-033,Kocaeli,Ankara,2024-01-13,2024-01-16,2024-01-16,3,3,0,False,,19.38,Zamanında Teslim,4.5,Standard,7.75
DEL-004350,ORD-004350,WH-05,DRV-081,Antalya,Samsun,2024-09-28,2024-10-01,2024-10-01,3,3,0,False,,105.8,İptal,4.9,Standard,30.23
DEL-004351,ORD-004351,WH-07,DRV-082,Konya,İstanbul,2023-08-12,2023-08-13,2023-08-13,1,1,0,False,,264.71,Zamanında Teslim,4.6,Express,47.06
DEL-004352,ORD-004352,WH-05,DRV-087,Antalya,Mersin,2024-04-22,2024-04-29,2024-04-30,7,8,1,True,Yol Çalışması,3.92,Gecikmeli Teslim,3.8,Economy,2.24
DEL-004353,ORD-004353,WH-08,DRV-086,Kocaeli,Ankara,2024-01-22,2024-01-29,2024-01-29,7,7,0,False,,1.12,Zamanında Teslim,4.6,Economy,0.64
DEL-004354,ORD-004354,WH-02,DRV-017,Ankara,Antalya,2023-05-02,2023-05-05,2023-05-05,3,3,0,False,,22.27,Zamanında Teslim,4.3,Standard,8.91
DEL-004355,ORD-004355,WH-07,DRV-008,Konya,İzmir,2024-11-17,2024-11-20,2024-11-20,3,3,0,False,,55.08,Zamanında Teslim,4.3,Standard,22.03
DEL-004356,ORD-004356,WH-07,DRV-070,Konya,İstanbul,2023-12-16,2023-12-23,2023-12-23,7,7,0,False,,15.04,Zamanında Teslim,4.2,Economy,9.55
DEL-004357,ORD-004357,WH-02,DRV-049,Ankara,İstanbul,2023-05-10,2023-05-11,2023-05-11,1,1,0,False,,138.26,Zamanında Teslim,4.3,Express,24.58
DEL-004358,ORD-004358,WH-01,DRV-120,İstanbul,Bursa,2024-05-04,2024-05-11,2024-05-11,7,7,0,False,,7.62,Zamanında Teslim,4.2,Economy,4.84
DEL-004359,ORD-004359,WH-08,DRV-037,Kocaeli,İstanbul,2023-05-16,2023-05-19,2023-05-19,3,3,0,False,,2.77,Zamanında Teslim,4.3,Standard,1.23
DEL-004360,ORD-004360,WH-04,DRV-046,Bursa,Adana,2024-01-31,2024-02-03,2024-02-03,3,3,0,False,,47.46,Zamanında Teslim,5.0,Standard,13.56
DEL-004361,ORD-004361,WH-02,DRV-093,Ankara,İstanbul,2023-09-09,2023-09-12,2023-09-12,3,3,0,False,,83.52,Zamanında Teslim,4.6,Standard,37.12
DEL-004362,ORD-004362,WH-07,DRV-010,Konya,Antalya,2023-12-31,2024-01-07,2024-01-09,7,9,2,True,Hava Koşulları,4.58,Gecikmeli Teslim,3.8,Economy,2.62
DEL-004363,ORD-004363,WH-08,DRV-040,Kocaeli,Adana,2023-10-20,2023-10-23,2023-10-23,3,3,0,False,,5.74,Zamanında Teslim,4.6,Standard,1.64
DEL-004364,ORD-004364,WH-04,DRV-089,Bursa,Ankara,2023-03-28,2023-04-04,2023-04-05,7,8,1,True,Yüksek Sipariş Hacmi,9.29,Gecikmeli Teslim,2.4,Economy,5.31
DEL-004365,ORD-004365,WH-06,DRV-060,Adana,İstanbul,2023-02-12,2023-02-15,2023-02-15,3,3,0,False,,118.64,Zamanında Teslim,4.5,Standard,52.73
DEL-004366,ORD-004366,WH-03,DRV-035,İzmir,Kayseri,2024-08-06,2024-08-13,2024-08-13,7,7,0,False,,16.96,Zamanında Teslim,4.4,Economy,9.69
DEL-004367,ORD-004367,WH-07,DRV-065,Konya,Konya,2024-12-20,2024-12-21,2024-12-21,1,1,0,False,,279.0,Zamanında Teslim,5.0,Express,44.64
DEL-004368,ORD-004368,WH-07,DRV-120,Konya,Adana,2024-09-06,2024-09-13,2024-09-14,7,8,1,True,Yüksek Sipariş Hacmi,5.39,Gecikmeli Teslim,3.2,Economy,2.2
DEL-004369,ORD-004369,WH-02,DRV-013,Ankara,Kocaeli,2023-05-11,2023-05-14,2023-05-14,3,3,0,False,,20.5,Zamanında Teslim,4.6,Standard,9.11
DEL-004370,ORD-004370,WH-02,DRV-033,Ankara,Bursa,2024-11-06,2024-11-09,2024-11-09,3,3,0,False,,23.74,Zamanında Teslim,4.7,Standard,10.55
DEL-004371,ORD-004371,WH-02,DRV-041,Ankara,Mersin,2023-08-05,2023-08-06,2023-08-08,1,3,2,True,Adres Bulunamadı,50.88,Gecikmeli Teslim,2.2,Express,8.14
DEL-004372,ORD-004372,WH-03,DRV-107,İzmir,Diyarbakır,2024-11-15,2024-11-22,2024-11-23,7,8,1,True,Araç Arızası,15.25,Gecikmeli Teslim,2.7,Economy,4.84
DEL-004373,ORD-004373,WH-04,DRV-011,Bursa,Ankara,2024-02-08,2024-02-11,2024-02-11,3,3,0,False,,60.05,Zamanında Teslim,4.7,Standard,24.02
DEL-004374,ORD-004374,WH-05,DRV-070,Antalya,Trabzon,2023-03-07,2023-03-08,2023-03-10,1,3,2,True,Gümrük Beklemesi,142.43,Gecikmeli Teslim,2.6,Express,12.66
DEL-004375,ORD-004375,WH-06,DRV-005,Adana,İstanbul,2023-12-21,2023-12-24,2023-12-25,3,4,1,True,Gümrük Beklemesi,123.73,Gecikmeli Teslim,3.1,Standard,54.99
DEL-004376,ORD-004376,WH-07,DRV-070,Konya,Kocaeli,2023-11-19,2023-11-22,2023-11-22,3,3,0,False,,21.87,Zamanında Teslim,4.2,Standard,9.72
DEL-004377,ORD-004377,WH-03,DRV-095,İzmir,İzmir,2024-06-25,2024-07-02,2024-07-07,7,12,5,True,Depo Gecikme,1.12,Gecikmeli Teslim,2.7,Economy,0.64
DEL-004378,ORD-004378,WH-06,DRV-046,Adana,Samsun,2023-10-14,2023-10-17,2023-10-17,3,3,0,False,,20.65,Zamanında Teslim,4.2,Standard,5.9
DEL-004379,ORD-004379,WH-07,DRV-088,Konya,Ankara,2023-01-23,2023-01-26,2023-01-26,3,3,0,False,,20.27,Zamanında Teslim,4.4,Standard,8.11
DEL-004380,ORD-004380,WH-06,DRV-036,Adana,Kocaeli,2023-05-14,2023-05-17,2023-05-17,3,3,0,False,,13.46,Zamanında Teslim,4.3,Standard,5.98
DEL-004381,ORD-004381,WH-03,DRV-052,İzmir,Samsun,2023-05-28,2023-06-04,2023-06-04,7,7,0,False,,5.27,İptal,5.0,Economy,2.15
DEL-004382,ORD-004382,WH-04,DRV-082,Bursa,Gaziantep,2024-03-03,2024-03-10,2024-03-10,7,7,0,False,,49.64,Zamanında Teslim,3.7,Economy,20.26
DEL-004383,ORD-004383,WH-04,DRV-058,Bursa,İstanbul,2024-12-21,2024-12-24,2024-12-24,3,3,0,False,,27.47,Zamanında Teslim,4.2,Standard,12.21
DEL-004384,ORD-004384,WH-02,DRV-015,Ankara,Diyarbakır,2024-12-03,2024-12-04,2024-12-04,1,1,0,False,,224.66,Zamanında Teslim,4.9,Express,19.97
DEL-004385,ORD-004385,WH-03,DRV-024,İzmir,Diyarbakır,2024-03-23,2024-03-30,2024-03-30,7,7,0,False,,17.39,Zamanında Teslim,4.9,Economy,5.52
DEL-004386,ORD-004386,WH-01,DRV-038,İstanbul,Ankara,2023-07-21,2023-07-24,2023-07-24,3,3,0,False,,39.8,Zamanında Teslim,4.6,Standard,15.92
DEL-004387,ORD-004387,WH-03,DRV-039,İzmir,Kocaeli,2023-12-21,2023-12-24,2023-12-24,3,3,0,False,,17.19,Zamanında Teslim,4.1,Standard,7.64
DEL-004388,ORD-004388,WH-01,DRV-096,İstanbul,Diyarbakır,2023-04-30,2023-05-07,2023-05-07,7,7,0,False,,3.43,Zamanında Teslim,5.0,Economy,1.09
DEL-004389,ORD-004389,WH-02,DRV-062,Ankara,İstanbul,2023-01-26,2023-01-29,2023-01-30,3,4,1,True,Araç Arızası,162.92,Gecikmeli Teslim,2.7,Standard,72.41
DEL-004390,ORD-004390,WH-04,DRV-069,Bursa,Bursa,2024-04-08,2024-04-15,2024-04-15,7,7,0,False,,42.51,Zamanında Teslim,4.8,Economy,26.99
DEL-004391,ORD-004391,WH-05,DRV-035,Antalya,Gaziantep,2024-10-23,2024-10-30,2024-10-30,7,7,0,False,,23.47,Zamanında Teslim,4.9,Economy,9.58
DEL-004392,ORD-004392,WH-08,DRV-009,Kocaeli,Gaziantep,2023-03-07,2023-03-10,2023-03-10,3,3,0,False,,53.24,Zamanında Teslim,3.7,Standard,15.21
DEL-004393,ORD-004393,WH-07,DRV-015,Konya,İstanbul,2024-02-10,2024-02-13,2024-02-15,3,5,2,True,Depo Gecikme,583.58,Gecikmeli Teslim,2.3,Standard,259.37
DEL-004394,ORD-004394,WH-03,DRV-051,İzmir,İstanbul,2023-01-06,2023-01-13,2023-01-14,7,8,1,True,Yol Çalışması,10.38,Gecikmeli Teslim,3.6,Economy,6.59
DEL-004395,ORD-004395,WH-05,DRV-014,Antalya,Eskişehir,2023-02-21,2023-02-24,2023-02-24,3,3,0,False,,12.82,Zamanında Teslim,4.3,Standard,5.13
DEL-004396,ORD-004396,WH-04,DRV-058,Bursa,Samsun,2024-02-02,2024-02-05,2024-02-09,3,7,4,True,Hava Koşulları,5.91,Gecikmeli Teslim,2.1,Standard,1.69
DEL-004397,ORD-004397,WH-03,DRV-068,İzmir,Konya,2024-04-07,2024-04-08,2024-04-08,1,1,0,False,,28.25,Zamanında Teslim,4.5,Express,4.52
DEL-004398,ORD-004398,WH-07,DRV-052,Konya,İzmir,2024-09-12,2024-09-19,2024-09-19,7,7,0,False,,1.8,Zamanında Teslim,4.8,Economy,1.03
DEL-004399,ORD-004399,WH-05,DRV-018,Antalya,Adana,2023-12-10,2023-12-17,2023-12-17,7,7,0,False,,3.43,Zamanında Teslim,5.0,Economy,1.4
DEL-004400,ORD-004400,WH-07,DRV-114,Konya,İstanbul,2024-09-05,2024-09-12,2024-09-15,7,10,3,True,Gümrük Beklemesi,19.7,Gecikmeli Teslim,1.9,Economy,12.51
DEL-004401,ORD-004401,WH-04,DRV-047,Bursa,Gaziantep,2024-08-04,2024-08-05,2024-08-05,1,1,0,False,,21.79,Zamanında Teslim,4.3,Express,2.49
DEL-004402,ORD-004402,WH-04,DRV-043,Bursa,Adana,2023-09-26,2023-10-03,2023-10-03,7,7,0,False,,3.48,Zamanında Teslim,4.0,Economy,1.42
DEL-004403,ORD-004403,WH-06,DRV-093,Adana,Samsun,2023-02-22,2023-02-23,2023-02-23,1,1,0,False,,22.31,Zamanında Teslim,4.7,Express,2.55
DEL-004404,ORD-004404,WH-01,DRV-047,İstanbul,İstanbul,2024-02-05,2024-02-12,2024-02-12,7,7,0,False,,3.09,Zamanında Teslim,5.0,Economy,1.96
DEL-004405,ORD-004405,WH-01,DRV-024,İstanbul,İstanbul,2023-02-20,2023-02-27,2023-02-28,7,8,1,True,Hava Koşulları,2.5,Gecikmeli Teslim,3.3,Economy,1.59
DEL-004406,ORD-004406,WH-05,DRV-109,Antalya,Adana,2023-09-20,2023-09-23,2023-09-26,3,6,3,True,Trafik Yoğunluğu,8.29,Gecikmeli Teslim,1.1,Standard,2.37
DEL-004407,ORD-004407,WH-06,DRV-063,Adana,Ankara,2023-03-07,2023-03-14,2023-03-14,7,7,0,False,,30.36,Zamanında Teslim,4.3,Economy,17.35
