order_id,order_date,customer_id,origin_city,destination_city,product_category,quantity,weight_kg,order_value_tl,priority,is_fragile,warehouse_id
ORD-002958,2023-12-22,CUS-00188,Ankara,Samsun,Gıda,1,7.15,225.71,Economy,False,WH-02
ORD-002959,2023-06-02,CUS-00197,Adana,Adana,Gıda,1,8.17,171.09,Economy,False,WH-06
ORD-002960,2023-04-05,CUS-00465,Bursa,Ankara,Otomotiv Parça,1,9.93,1925.86,Standard,False,WH-04
ORD-002961,2024-09-18,CUS-00678,Kocaeli,Samsun,Elektronik,3,5.22,4703.02,Standard,True,WH-08
ORD-002962,2023-08-04,CUS-01190,Ankara,Konya,Otomotiv Parça,1,9.59,1854.14,Express,False,WH-02
ORD-002963,2024-02-12,CUS-01698,Ankara,İstanbul,Gıda,1,4.94,288.74,Economy,False,WH-02
ORD-002964,2023-06-11,CUS-00439,İzmir,İstanbul,Otomotiv Parça,1,11.79,2329.01,Standard,False,WH-03
ORD-002965,2023-04-28,CUS-03299,Konya,Antalya,Tekstil,1,1.6,484.56,Standard,False,WH-07
ORD-002966,2023-04-18,CUS-03658,İstanbul,İstanbul,Gıda,2,22.32,547.16,Express,False,WH-01
ORD-002967,2023-05-20,CUS-01622,Bursa,Gaziantep,Oyuncak,4,4.4,697.98,Economy,False,WH-04
ORD-002968,2024-09-29,CUS-03535,Bursa,Gaziantep,Mobilya,2,77.01,5794.4,Express,True,WH-04
ORD-002969,2024-01-25,CUS-03731,İzmir,Ankara,Oyuncak,4,7.38,954.43,Express,False,WH-03
ORD-002970,2024-10-28,CUS-01226,Ankara,Diyarbakır,Kozmetik,1,0.7,298.79,Economy,False,WH-02
ORD-002971,2023-10-16,CUS-04300,Konya,İstanbul,Tekstil,1,0.97,444.25,Standard,False,WH-07
ORD-002972,2023-05-24,CUS-01103,Adana,Mersin,Elektronik,1,2.93,4172.99,Standard,True,WH-06
ORD-002973,2023-06-03,CUS-03005,Bursa,Antalya,Spor Malzemesi,4,22.2,3111.89,Express,False,WH-04
ORD-002974,2023-12-25,CUS-01759,İstanbul,Gaziantep,Tekstil,4,4.01,1578.19,Economy,False,WH-01
ORD-002975,2024-11-13,CUS-00140,Kocaeli,Antalya,Kitap/Kırtasiye,1,1.93,63.9,Standard,False,WH-08
ORD-002976,2023-04-10,CUS-01563,Antalya,İstanbul,Otomotiv Parça,1,12.16,2123.6,Express,False,WH-05
ORD-002977,2024-03-10,CUS-03174,Adana,Kocaeli,Oyuncak,1,1.65,336.54,Standard,False,WH-06
ORD-002978,2023-11-11,CUS-02125,İstanbul,Kayseri,Gıda,7,54.21,1643.51,Express,False,WH-01
ORD-002979,2023-03-18,CUS-00441,Kocaeli,Eskişehir,Gıda,1,9.26,278.84,Express,False,WH-08
ORD-002980,2024-03-08,CUS-04568,Bursa,İstanbul,Ev & Yaşam,1,6.7,765.78,Standard,True,WH-04
ORD-002981,2024-05-21,CUS-03630,İstanbul,İstanbul,Gıda,1,7.24,300.68,Economy,False,WH-01
ORD-002982,2023-03-29,CUS-01065,Bursa,İzmir,Ev & Yaşam,1,6.69,622.17,Express,True,WH-04
ORD-002983,2023-05-10,CUS-02805,Ankara,Diyarbakır,Oyuncak,1,1.79,298.21,Economy,False,WH-02
ORD-002984,2023-11-24,CUS-01818,İstanbul,İstanbul,Gıda,1,4.82,270.77,Economy,False,WH-01
ORD-002985,2024-12-19,CUS-01022,İstanbul,Gaziantep,Kozmetik,1,0.81,327.74,Express,False,WH-01
ORD-002986,2023-01-18,CUS-03020,Kocaeli,Antalya,Spor Malzemesi,1,5.58,1056.82,Economy,False,WH-08
ORD-002987,2024-03-09,CUS-03628,Adana,Eskişehir,Kozmetik,1,0.9,286.52,Economy,False,WH-06
ORD-002988,2024-08-27,CUS-01413,Konya,Konya,Kitap/Kırtasiye,2,4.32,297.34,Standard,False,WH-07
ORD-002989,2023-09-10,CUS-03783,Antalya,İstanbul,Tekstil,1,0.87,436.69,Standard,False,WH-05
ORD-002990,2024-03-20,CUS-04213,Ankara,İstanbul,Elektronik,1,2.83,3724.87,Standard,True,WH-02
ORD-002991,2023-05-06,CUS-04538,Konya,İstanbul,Elektronik,1,2.79,2487.07,Economy,True,WH-07
ORD-002992,2023-08-24,CUS-04006,Ankara,İstanbul,Spor Malzemesi,4,22.27,3506.34,Standard,False,WH-02
ORD-002993,2023-06-15,CUS-03001,Ankara,İzmir,Elektronik,1,2.21,3860.92,Standard,True,WH-02
ORD-002994,2024-04-03,CUS-02808,Ankara,İstanbul,Ev & Yaşam,1,6.82,253.39,Express,True,WH-02
ORD-002995,2024-12-22,CUS-03348,İstanbul,İstanbul,Tekstil,5,5.44,1650.85,Express,False,WH-01
ORD-002996,2024-04-08,CUS-02721,Bursa,İstanbul,Elektronik,1,2.9,3701.87,Standard,True,WH-04
ORD-002997,2023-03-23,CUS-04031,Antalya,Kocaeli,Kozmetik,6,5.75,2136.48,Standard,False,WH-05
ORD-002998,2023-11-04,CUS-00204,Bursa,İstanbul,Spor Malzemesi,1,5.12,508.36,Standard,False,WH-04
ORD-002999,2023-01-18,CUS-03661,Adana,Antalya,Gıda,1,6.68,294.79,Standard,False,WH-06
ORD-003000,2024-03-12,CUS-01676,İstanbul,Konya,Ev & Yaşam,1,7.01,630.96,Standard,True,WH-01
ORD-003001,2023-05-04,CUS-04973,Bursa,Antalya,Kitap/Kırtasiye,1,1.74,144.76,Standard,False,WH-04
ORD-003002,2024-02-17,CUS-03225,Konya,İstanbul,Otomotiv Parça,1,14.22,1563.24,Economy,False,WH-07
ORD-003003,2024-03-23,CUS-04298,Ankara,Samsun,Tekstil,1,1.31,470.49,Standard,False,WH-02
ORD-003004,2023-09-04,CUS-02180,İstanbul,Samsun,Otomotiv Parça,3,37.68,5810.61,Express,False,WH-01
ORD-003005,2024-02-17,CUS-04828,Adana,İzmir,Tekstil,1,1.17,529.6,Standard,False,WH-06
ORD-003006,2023-01-26,CUS-03829,Kocaeli,Kayseri,Tekstil,1,1.69,258.08,Express,False,WH-08
ORD-003007,2023-05-08,CUS-04797,Antalya,Mersin,Elektronik,1,3.56,2340.7,Express,True,WH-05
ORD-003008,2023-08-30,CUS-04704,Antalya,Bursa,Oyuncak,1,1.59,300.66,Express,False,WH-05
ORD-003009,2023-01-04,CUS-00347,İzmir,Ankara,Tekstil,4,4.19,1522.43,Standard,False,WH-03
ORD-003010,2023-09-19,CUS-04899,Antalya,Antalya,Oyuncak,1,1.9,346.06,Express,False,WH-05
ORD-003011,2024-05-23,CUS-01833,Kocaeli,Mersin,Spor Malzemesi,1,4.8,435.89,Economy,False,WH-08
ORD-003012,2024-10-25,CUS-03397,Ankara,İstanbul,Otomotiv Parça,6,83.96,6961.96,Standard,False,WH-02
ORD-003013,2024-01-27,CUS-00816,Konya,Antalya,Kozmetik,1,0.74,173.16,Standard,False,WH-07
ORD-003014,2023-06-02,CUS-03932,Kocaeli,İstanbul,Kozmetik,1,0.7,379.28,Economy,False,WH-08
ORD-003015,2024-08-07,CUS-03580,Adana,İstanbul,Mobilya,2,93.86,5359.22,Standard,True,WH-06
ORD-003016,2023-07-07,CUS-04775,Antalya,İstanbul,Oyuncak,3,5.37,947.23,Economy,False,WH-05
ORD-003017,2024-08-05,CUS-00549,İstanbul,Mersin,Ev & Yaşam,2,10.02,1147.62,Standard,True,WH-01
ORD-003018,2024-12-29,CUS-01144,Konya,Samsun,Kozmetik,1,0.83,251.91,Standard,False,WH-07
ORD-003019,2023-01-27,CUS-00866,İzmir,İstanbul,Elektronik,1,3.52,3919.34,Standard,True,WH-03
ORD-003020,2023-04-02,CUS-02126,İstanbul,İzmir,Gıda,1,5.19,278.37,Economy,False,WH-01
ORD-003021,2023-04-08,CUS-01927,Ankara,Erzurum,Oyuncak,5,10.4,1007.21,Economy,False,WH-02
ORD-003022,2024-01-14,CUS-01201,Kocaeli,Konya,Ev & Yaşam,1,7.81,653.8,Economy,True,WH-08
ORD-003023,2023-04-25,CUS-04164,Antalya,İstanbul,Otomotiv Parça,2,16.22,1995.19,Economy,False,WH-05
ORD-003024,2023-02-01,CUS-02131,Konya,Samsun,Tekstil,1,1.31,325.71,Economy,False,WH-07
ORD-003025,2023-11-08,CUS-02917,Kocaeli,Bursa,Gıda,1,8.7,287.44,Economy,False,WH-08
ORD-003026,2024-06-18,CUS-04153,Kocaeli,Bursa,Mobilya,1,34.12,2403.84,Standard,True,WH-08
ORD-003027,2024-01-18,CUS-00211,İstanbul,İzmir,Elektronik,2,3.46,6866.78,Standard,True,WH-01
ORD-003028,2023-09-23,CUS-00768,Kocaeli,Bursa,Spor Malzemesi,1,5.48,684.55,Standard,False,WH-08
ORD-003029,2023-07-04,CUS-04880,Antalya,Erzurum,Spor Malzemesi,1,2.4,1085.99,Standard,False,WH-05
ORD-003030,2024-02-17,CUS-04837,Kocaeli,İstanbul,Tekstil,1,1.12,446.35,Economy,False,WH-08
ORD-003031,2023-10-04,CUS-03796,İzmir,Trabzon,Ev & Yaşam,1,7.98,990.18,Economy,True,WH-03
ORD-003032,2024-02-06,CUS-02189,İstanbul,Antalya,Otomotiv Parça,2,26.0,2261.52,Standard,False,WH-01
ORD-003033,2023-02-14,CUS-00725,Antalya,Antalya,Mobilya,1,38.0,3648.08,Standard,True,WH-05
ORD-003034,2024-08-17,CUS-04521,Kocaeli,İzmir,Kitap/Kırtasiye,2,2.93,206.68,Standard,False,WH-08
ORD-003035,2024-10-19,CUS-02731,Bursa,İstanbul,Otomotiv Parça,2,27.29,2524.91,Standard,False,WH-04
ORD-003036,2024-01-22,CUS-01489,Konya,Ankara,Otomotiv Parça,1,7.73,1899.06,Standard,False,WH-07
ORD-003037,2023-10-27,CUS-04996,Antalya,Adana,Ev & Yaşam,1,5.61,1045.3,Economy,True,WH-05
ORD-003038,2024-01-21,CUS-00210,Konya,Ankara,Mobilya,2,65.3,5172.11,Standard,True,WH-07
ORD-003039,2023-09-30,CUS-00096,Kocaeli,İzmir,Kozmetik,1,0.92,372.75,Standard,False,WH-08
ORD-003040,2023-06-06,CUS-02913,İzmir,Antalya,Tekstil,1,1.2,515.77,Standard,False,WH-03
ORD-003041,2024-08-16,CUS-00003,İzmir,Kayseri,Spor Malzemesi,4,24.14,3969.2,Standard,False,WH-03
ORD-003042,2024-05-29,CUS-04364,Konya,Kocaeli,Mobilya,1,36.65,3701.9,Standard,True,WH-07
ORD-003043,2024-12-14,CUS-01127,Konya,Bursa,Ev & Yaşam,3,23.53,1695.85,Express,True,WH-07
ORD-003044,2023-09-22,CUS-04932,Kocaeli,Ankara,Gıda,1,7.21,186.5,Economy,False,WH-08
ORD-003045,2024-08-12,CUS-00731,Ankara,İstanbul,Elektronik,1,3.11,2885.53,Standard,True,WH-02
ORD-003046,2023-11-04,CUS-02931,Bursa,İstanbul,Tekstil,1,1.44,399.85,Economy,False,WH-04
ORD-003047,2024-11-08,CUS-01676,İzmir,Kayseri,Ev & Yaşam,1,6.17,567.79,Economy,True,WH-03
ORD-003048,2024-02-22,CUS-00004,Konya,İstanbul,Mobilya,1,49.32,3768.24,Standard,True,WH-07
ORD-003049,2023-12-16,CUS-02632,Antalya,İstanbul,Mobilya,2,81.46,6047.74,Express,True,WH-05
ORD-003050,2024-07-23,CUS-01357,İstanbul,Bursa,Spor Malzemesi,3,16.92,3418.57,Standard,False,WH-01
ORD-003051,2024-01-04,CUS-01185,Kocaeli,Mersin,Kozmetik,4,2.59,1485.08,Economy,False,WH-08
ORD-003052,2023-09-26,CUS-01584,İstanbul,İstanbul,Tekstil,1,1.04,448.97,Standard,False,WH-01
ORD-003053,2024-12-14,CUS-03294,Konya,Ankara,Elektronik,6,16.17,17145.92,Standard,True,WH-07
ORD-003054,2023-03-06,CUS-04226,Ankara,İzmir,Otomotiv Parça,1,12.2,1942.07,Economy,False,WH-02
ORD-003055,2023-05-10,CUS-04479,İstanbul,Konya,Ev & Yaşam,1,6.09,507.45,Economy,True,WH-01
ORD-003056,2024-07-08,CUS-04516,Kocaeli,Kocaeli,Elektronik,1,2.76,3506.62,Economy,True,WH-08
ORD-003057,2023-05-29,CUS-04236,Konya,İstanbul,Tekstil,1,1.27,538.75,Standard,False,WH-07
ORD-003058,2023-04-18,CUS-03085,Konya,Trabzon,Kitap/Kırtasiye,1,1.47,154.89,Economy,False,WH-07
ORD-003059,2023-09-29,CUS-04766,Bursa,Bursa,Ev & Yaşam,4,22.36,2344.71,Standard,True,WH-04
ORD-003060,2024-02-10,CUS-04647,Konya,Konya,Oyuncak,3,6.4,883.78,Standard,False,WH-07
ORD-003061,2023-11-16,CUS-02569,Antalya,Konya,Tekstil,5,6.0,1871.07,Standard,False,WH-05
ORD-003062,2024-11-06,CUS-00480,İzmir,İstanbul,Tekstil,1,1.5,509.34,Economy,False,WH-03
ORD-003063,2024-12-04,CUS-00365,Konya,Trabzon,Kitap/Kırtasiye,1,2.03,134.42,Standard,False,WH-07
ORD-003064,2023-12-26,CUS-01861,İstanbul,İstanbul,Otomotiv Parça,1,12.98,1955.5,Express,False,WH-01
ORD-003065,2024-09-02,CUS-03451,Bursa,Bursa,Oyuncak,5,7.64,1291.85,Economy,False,WH-04
ORD-003066,2023-11-18,CUS-02685,Antalya,İstanbul,Gıda,1,4.39,276.94,Standard,False,WH-05
ORD-003067,2024-01-17,CUS-00203,İstanbul,Antalya,Spor Malzemesi,1,6.26,1161.02,Standard,False,WH-01
ORD-003068,2024-08-31,CUS-02448,İzmir,Adana,Ev & Yaşam,1,6.15,740.49,Standard,True,WH-03
ORD-003069,2024-06-27,CUS-03083,Antalya,Kocaeli,Kozmetik,1,0.65,328.12,Standard,False,WH-05
ORD-003070,2024-01-20,CUS-03534,Konya,Konya,Kozmetik,5,3.44,1516.25,Economy,False,WH-07
ORD-003071,2024-05-24,CUS-01326,Antalya,İzmir,Kitap/Kırtasiye,1,1.6,195.16,Economy,False,WH-05
ORD-003072,2023-01-15,CUS-04015,Adana,Samsun,Kozmetik,2,1.57,608.31,Standard,False,WH-06
ORD-003073,2024-03-29,CUS-02613,Antalya,Ankara,Elektronik,3,9.41,6355.02,Standard,True,WH-05
ORD-003074,2023-08-15,CUS-03483,İstanbul,İstanbul,Oyuncak,1,1.66,226.65,Economy,False,WH-01
ORD-003075,2023-05-14,CUS-03124,Konya,İstanbul,Kitap/Kırtasiye,1,1.91,132.43,Standard,False,WH-07
ORD-003076,2023-05-14,CUS-02370,Adana,Erzurum,Gıda,2,11.45,719.04,Economy,False,WH-06
ORD-003077,2023-02-25,CUS-01876,Adana,İstanbul,Kitap/Kırtasiye,1,1.84,111.41,Economy,False,WH-06
ORD-003078,2023-02-24,CUS-00971,İzmir,İstanbul,Spor Malzemesi,1,5.22,766.64,Standard,False,WH-03
ORD-003079,2023-06-29,CUS-03508,Kocaeli,İstanbul,Gıda,3,35.83,729.58,Economy,False,WH-08
ORD-003080,2024-05-04,CUS-02589,İzmir,Konya,Otomotiv Parça,1,13.66,2094.19,Standard,False,WH-03
ORD-003081,2024-09-19,CUS-02302,İzmir,İstanbul,Elektronik,1,2.77,3092.51,Express,True,WH-03
ORD-003082,2024-12-27,CUS-04370,Antalya,Manisa,Tekstil,1,1.45,473.76,Standard,False,WH-05
ORD-003083,2024-06-13,CUS-00888,İstanbul,Adana,Elektronik,3,5.65,9074.97,Express,True,WH-01
ORD-003084,2024-04-30,CUS-04578,Kocaeli,Antalya,Spor Malzemesi,2,7.34,1484.59,Standard,False,WH-08
ORD-003085,2023-05-11,CUS-03638,Adana,İstanbul,Tekstil,4,4.85,1713.17,Express,False,WH-06
ORD-003086,2023-01-14,CUS-02156,Konya,Kocaeli,Kozmetik,2,1.24,453.16,Standard,False,WH-07
ORD-003087,2023-06-18,CUS-01349,Ankara,Adana,Spor Malzemesi,1,4.6,832.64,Express,False,WH-02
ORD-003088,2023-02-24,CUS-02803,Kocaeli,İstanbul,Kozmetik,5,4.41,1353.57,Express,False,WH-08
ORD-003089,2023-08-22,CUS-03779,İstanbul,İzmir,Ev & Yaşam,1,6.13,821.07,Economy,True,WH-01
ORD-003090,2024-07-21,CUS-04212,Antalya,Ankara,Gıda,2,19.66,523.11,Standard,False,WH-05
ORD-003091,2023-06-29,CUS-04125,Bursa,Ankara,Tekstil,1,0.77,775.31,Economy,False,WH-04
ORD-003092,2023-11-29,CUS-00387,Antalya,Diyarbakır,Kitap/Kırtasiye,1,1.57,86.24,Economy,False,WH-05
ORD-003093,2023-02-02,CUS-02337,Adana,Konya,Spor Malzemesi,2,9.11,1104.47,Standard,False,WH-06
ORD-003094,2024-10-29,CUS-00913,Ankara,İzmir,Gıda,5,46.24,883.06,Economy,False,WH-02
ORD-003095,2023-05-24,CUS-02339,Kocaeli,Kocaeli,Gıda,2,18.26,489.53,Economy,False,WH-08
ORD-003096,2024-07-04,CUS-03693,Ankara,Antalya,Otomotiv Parça,2,35.07,1950.49,Standard,False,WH-02
ORD-003097,2024-03-24,CUS-02405,Bursa,Mersin,Spor Malzemesi,2,11.94,1694.44,Economy,False,WH-04
ORD-003098,2024-10-22,CUS-01570,İstanbul,Adana,Gıda,1,6.43,207.08,Standard,False,WH-01
ORD-003099,2024-07-22,CUS-02897,Kocaeli,Bursa,Gıda,1,9.83,329.61,Economy,False,WH-08
ORD-003100,2023-01-13,CUS-04971,Ankara,Adana,Elektronik,1,2.47,4544.41,Economy,True,WH-02
ORD-003101,2024-02-01,CUS-00272,Bursa,Kocaeli,Elektronik,4,11.24,13283.61,Express,True,WH-04
ORD-003102,2024-01-31,CUS-02186,İzmir,Antalya,Mobilya,2,97.62,3353.41,Standard,True,WH-03
ORD-003103,2024-10-01,CUS-00097,Antalya,Eskişehir,Kitap/Kırtasiye,1,1.58,88.57,Economy,False,WH-05
ORD-003104,2023-02-06,CUS-03609,Konya,Erzurum,Tekstil,1,1.41,486.81,Economy,False,WH-07
ORD-003105,2024-04-30,CUS-02830,Konya,Bursa,Oyuncak,2,3.74,248.46,Economy,False,WH-07
ORD-003106,2023-06-26,CUS-02144,Adana,İstanbul,Kozmetik,2,1.76,672.28,Economy,False,WH-06
ORD-003107,2023-09-26,CUS-00541,Adana,İzmir,Oyuncak,1,1.83,290.97,Standard,False,WH-06
ORD-003108,2024-05-01,CUS-00128,Ankara,Antalya,Mobilya,1,44.69,3434.0,Standard,True,WH-02
ORD-003109,2024-10-19,CUS-01205,Ankara,Konya,Kitap/Kırtasiye,1,1.16,126.49,Standard,False,WH-02
ORD-003110,2024-07-03,CUS-04415,Antalya,İzmir,Oyuncak,1,2.37,238.86,Economy,False,WH-05
ORD-003111,2024-01-31,CUS-04906,İzmir,Trabzon,Ev & Yaşam,3,20.05,2229.81,Standard,True,WH-03
ORD-003112,2023-03-04,CUS-03927,İzmir,Ankara,Kitap/Kırtasiye,1,2.02,139.91,Standard,False,WH-03
ORD-003113,2023-04-18,CUS-03088,Antalya,İstanbul,Otomotiv Parça,5,49.47,10154.77,Standard,False,WH-05
ORD-003114,2023-08-27,CUS-02070,Konya,İstanbul,Tekstil,2,2.35,798.14,Economy,False,WH-07
ORD-003115,2023-06-29,CUS-04853,Bursa,İstanbul,Mobilya,1,48.34,2183.47,Economy,True,WH-04
ORD-003116,2024-04-05,CUS-01237,Ankara,İstanbul,Mobilya,3,152.4,8707.6,Express,True,WH-02
ORD-003117,2023-04-26,CUS-01288,Konya,Manisa,Oyuncak,1,2.15,337.47,Standard,False,WH-07
ORD-003118,2024-08-03,CUS-04736,İstanbul,İstanbul,Gıda,1,8.44,270.01,Economy,False,WH-01
ORD-003119,2024-07-24,CUS-00959,İstanbul,Mersin,Gıda,1,8.19,118.78,Standard,False,WH-01
ORD-003120,2023-01-16,CUS-00517,İstanbul,İstanbul,Gıda,1,8.66,235.42,Economy,False,WH-01
ORD-003121,2024-12-09,CUS-00372,Ankara,Bursa,Otomotiv Parça,1,11.84,1441.81,Standard,False,WH-02
ORD-003122,2023-01-31,CUS-03165,Kocaeli,Bursa,Ev & Yaşam,1,4.46,546.51,Economy,True,WH-08
ORD-003123,2023-05-05,CUS-03053,Bursa,İstanbul,Tekstil,1,0.94,276.7,Economy,False,WH-04
ORD-003124,2024-01-28,CUS-04531,Bursa,Trabzon,Kozmetik,1,0.68,441.61,Express,False,WH-04
ORD-003125,2023-10-24,CUS-04831,Ankara,Mersin,Mobilya,4,117.43,17085.73,Standard,True,WH-02
ORD-003126,2024-06-06,CUS-01598,İzmir,Kayseri,Otomotiv Parça,2,23.52,2795.68,Standard,False,WH-03
ORD-003127,2023-11-19,CUS-00286,Ankara,Ankara,Ev & Yaşam,1,7.98,478.12,Standard,True,WH-02
ORD-003128,2023-01-04,CUS-01495,Konya,İstanbul,Elektronik,3,8.43,9514.29,Express,True,WH-07
ORD-003129,2023-01-04,CUS-03585,Konya,Ankara,Kozmetik,2,2.03,513.21,Economy,False,WH-07
ORD-003130,2023-03-18,CUS-03458,Konya,Ankara,Elektronik,1,2.58,4779.0,Standard,True,WH-07
ORD-003131,2023-10-03,CUS-03039,Konya,İstanbul,Elektronik,1,3.13,4704.29,Economy,True,WH-07
ORD-003132,2023-11-03,CUS-02312,Bursa,Diyarbakır,Tekstil,1,1.18,398.79,Economy,False,WH-04
ORD-003133,2023-01-02,CUS-04846,Konya,Trabzon,Oyuncak,1,2.39,292.94,Standard,False,WH-07
ORD-003134,2023-10-03,CUS-03009,İstanbul,Kayseri,Otomotiv Parça,1,10.11,1746.35,Express,False,WH-01
ORD-003135,2024-07-29,CUS-02411,Bursa,Kayseri,Spor Malzemesi,1,5.78,902.9,Standard,False,WH-04
ORD-003136,2024-07-21,CUS-01306,Konya,İstanbul,Oyuncak,1,2.22,268.0,Economy,False,WH-07
ORD-003137,2024-02-02,CUS-04572,Konya,Antalya,Elektronik,2,4.01,4921.3,Standard,True,WH-07
ORD-003138,2024-07-22,CUS-00596,Kocaeli,Bursa,Ev & Yaşam,2,9.87,1373.21,Express,True,WH-08
ORD-003139,2024-01-08,CUS-03716,Adana,İstanbul,Ev & Yaşam,1,6.89,753.23,Standard,True,WH-06
ORD-003140,2023-03-21,CUS-01037,Bursa,Antalya,Spor Malzemesi,8,45.43,5263.78,Express,False,WH-04
ORD-003141,2023-01-23,CUS-03724,Adana,Kocaeli,Gıda,1,7.42,376.57,Standard,False,WH-06
ORD-003142,2024-10-08,CUS-03115,İzmir,Bursa,Oyuncak,1,1.82,260.69,Economy,False,WH-03
ORD-003143,2023-01-16,CUS-04683,İstanbul,Ankara,Tekstil,1,1.49,415.94,Economy,False,WH-01
ORD-003144,2024-01-13,CUS-02750,Adana,Kocaeli,Tekstil,1,1.5,583.62,Economy,False,WH-06
ORD-003145,2024-06-06,CUS-02383,Kocaeli,Ankara,Tekstil,1,1.43,394.79,Standard,False,WH-08
ORD-003146,2024-12-24,CUS-04933,Konya,İstanbul,Gıda,2,17.28,248.24,Standard,False,WH-07
ORD-003147,2023-07-09,CUS-02297,İzmir,Trabzon,Tekstil,1,1.18,284.97,Economy,False,WH-03
ORD-003148,2023-04-05,CUS-03570,İzmir,Antalya,Ev & Yaşam,1,7.13,774.69,Standard,True,WH-03
ORD-003149,2023-09-30,CUS-02739,Kocaeli,İstanbul,Gıda,5,42.88,1299.45,Standard,False,WH-08
ORD-003150,2024-06-08,CUS-03002,Antalya,Antalya,Otomotiv Parça,1,12.75,1524.65,Express,False,WH-05
ORD-003151,2023-09-30,CUS-02406,Adana,Mersin,Tekstil,2,3.25,1094.19,Economy,False,WH-06
ORD-003152,2024-01-17,CUS-00024,İzmir,İzmir,Elektronik,9,23.69,26389.14,Express,True,WH-03
ORD-003153,2024-08-14,CUS-04707,İstanbul,İstanbul,Kitap/Kırtasiye,1,1.87,168.53,Standard,False,WH-01
ORD-003154,2023-01-19,CUS-01799,Konya,Kocaeli,Elektronik,1,2.76,2410.58,Express,True,WH-07
ORD-003155,2024-12-22,CUS-03764,İstanbul,Eskişehir,Spor Malzemesi,1,5.73,697.33,Standard,False,WH-01
ORD-003156,2023-06-25,CUS-01456,Kocaeli,İstanbul,Gıda,1,9.13,248.8,Standard,False,WH-08
ORD-003157,2024-05-30,CUS-00042,Antalya,İstanbul,Oyuncak,1,2.34,170.45,Economy,False,WH-05
ORD-003158,2023-03-01,CUS-01319,İzmir,İstanbul,Oyuncak,2,3.09,660.74,Economy,False,WH-03
ORD-003159,2024-12-06,CUS-03439,İzmir,İstanbul,Otomotiv Parça,1,9.57,1376.98,Express,False,WH-03
ORD-003160,2023-03-16,CUS-00052,Adana,Ankara,Oyuncak,2,3.35,577.0,Economy,False,WH-06
ORD-003161,2024-05-08,CUS-00750,İstanbul,İstanbul,Kitap/Kırtasiye,3,4.12,219.56,Economy,False,WH-01
ORD-003162,2023-04-29,CUS-00895,Kocaeli,Antalya,Elektronik,2,3.33,3496.95,Standard,True,WH-08
ORD-003163,2024-11-03,CUS-02972,İstanbul,İstanbul,Gıda,1,10.27,217.07,Standard,False,WH-01
ORD-003164,2023-08-21,CUS-01636,İzmir,Kocaeli,Otomotiv Parça,4,32.61,3277.67,Express,False,WH-03
ORD-003165,2023-02-14,CUS-00121,Adana,İstanbul,Tekstil,2,3.07,836.66,Economy,False,WH-06
ORD-003166,2023-01-05,CUS-04131,Ankara,Kocaeli,Kozmetik,1,0.84,252.2,Economy,False,WH-02
ORD-003167,2024-08-10,CUS-01860,Antalya,Trabzon,Oyuncak,1,2.93,357.39,Economy,False,WH-05
ORD-003168,2024-10-23,CUS-04859,Konya,İstanbul,Ev & Yaşam,4,16.81,2404.56,Standard,True,WH-07
ORD-003169,2024-07-22,CUS-02286,Antalya,Antalya,Spor Malzemesi,1,4.92,817.56,Standard,False,WH-05
ORD-003170,2024-04-28,CUS-04217,Ankara,Kayseri,Spor Malzemesi,1,5.57,670.31,Economy,False,WH-02
ORD-003171,2023-05-25,CUS-01747,Ankara,Kocaeli,Mobilya,1,33.36,1829.77,Economy,True,WH-02
ORD-003172,2023-03-14,CUS-04600,Adana,İstanbul,Kitap/Kırtasiye,3,6.06,398.61,Express,False,WH-06
ORD-003173,2024-11-10,CUS-03837,Ankara,Antalya,Mobilya,4,169.61,13093.09,Standard,True,WH-02
ORD-003174,2023-10-31,CUS-02764,Bursa,İstanbul,Kitap/Kırtasiye,6,8.88,672.58,Standard,False,WH-04
ORD-003175,2023-06-05,CUS-04471,Antalya,İzmir,Elektronik,4,8.1,10702.57,Express,True,WH-05
ORD-003176,2024-03-21,CUS-02060,Bursa,İstanbul,Spor Malzemesi,1,3.88,1209.13,Standard,False,WH-04
ORD-003177,2023-11-03,CUS-01449,Antalya,Kocaeli,Oyuncak,2,3.82,658.24,Standard,False,WH-05
ORD-003178,2023-11-22,CUS-03326,Antalya,Trabzon,Spor Malzemesi,1,4.88,842.83,Economy,False,WH-05
ORD-003179,2023-05-22,CUS-03640,Kocaeli,Bursa,Kitap/Kırtasiye,1,1.54,94.39,Standard,False,WH-08
ORD-003180,2023-10-11,CUS-02888,Adana,Konya,Spor Malzemesi,1,4.58,646.88,Standard,False,WH-06
ORD-003181,2023-03-23,CUS-00080,İzmir,Ankara,Spor Malzemesi,1,6.21,879.58,Standard,False,WH-03
ORD-003182,2024-08-31,CUS-00878,Adana,İstanbul,Kitap/Kırtasiye,2,2.47,190.78,Economy,False,WH-06
ORD-003183,2023-02-13,CUS-01914,Ankara,Bursa,Kozmetik,6,4.09,983.8,Economy,False,WH-02
ORD-003184,2023-04-13,CUS-00777,Konya,Kocaeli,Tekstil,2,1.58,1085.83,Standard,False,WH-07
ORD-003185,2024-09-07,CUS-03647,Antalya,Manisa,Elektronik,1,2.49,3259.74,Express,True,WH-05
ORD-003186,2024-11-29,CUS-03327,İstanbul,Ankara,Gıda,1,6.21,290.18,Standard,False,WH-01
